,Time
560,3113.25
561,3132.875
562,3152.531
563,3172.156
564,3191.734
565,3211.312
566,3230.953
567,3250.437
568,3270.062
569,3289.766
570,3309.422
571,3329.281
572,3349.109
573,3368.937
574,3388.906
575,3408.719
576,3428.656
577,3448.641
578,3468.859
579,3489.094
580,3509.453
581,3529.641
582,3549.906
583,3570.25
584,3590.594
585,3610.844
586,3631.203
587,3651.641
588,0.0
589,16.766
590,35.75
591,53.813
592,72.047
593,90.219
594,108.375
595,126.578
596,144.782
597,163.016
598,181.203
599,199.375
600,217.594
601,235.86
602,254.063
603,272.235
604,290.36
605,308.547
606,326.782
607,344.86
608,363.094
609,381.25
610,399.391
611,417.5
612,435.61
613,453.813
614,471.969
615,490.282
616,508.485
617,526.625
618,544.875
619,563.094
620,581.235
621,599.469
622,617.563
623,635.828
624,653.953
625,672.125
626,690.391
627,708.563
628,726.766
629,745.094
630,763.344
631,781.625
632,800.016
633,818.453
634,836.578
635,854.938
636,873.328
637,891.735
638,910.078
639,928.547
640,946.828
641,965.188
642,983.5
643,1001.922
644,1020.188
645,1038.532
646,1056.86
647,1075.125
648,1093.61
649,1111.969
650,1130.297
651,1148.672
652,1167.078
653,1185.563
654,1203.985
655,1222.36
656,1240.907
657,1259.297
658,1277.766
659,1296.094
660,1314.532
661,1332.922
662,1351.469
663,1369.86
664,1388.375
665,1406.969
666,1425.5
667,1444.078
668,1462.657
669,1481.157
670,1499.719
671,1518.282
672,1536.875
673,1555.375
674,1574.157
675,1592.703
676,1611.188
677,1629.75
678,1648.344
679,1666.953
680,1685.672
681,1704.219
682,1722.813
683,1741.453
684,1760.219
685,1778.922
686,1797.532
687,1816.235
688,1835.032
689,1853.86
690,1872.625
691,1891.375
692,1910.11
693,1928.844
694,1947.61
695,1966.328
696,1985.0
697,2003.797
698,2022.703
699,2041.438
700,2060.36
701,2079.094
702,2097.86
703,2116.719
704,2135.578
705,2154.438
706,2173.375
707,2192.297
708,2211.125
709,2229.953
710,2248.828
711,2267.766
712,2286.719
713,2305.657
714,2324.688
715,2343.672
716,2362.625
717,2381.594
718,2400.578
719,2419.641
720,2438.625
721,2457.703
722,2476.953
723,2496.141
724,2515.203
725,2534.313
726,2553.344
727,2572.375
728,2591.657
729,2610.797
730,2630.0
731,2649.125
732,2668.235
733,2687.438
734,2706.86
735,2726.11
736,2745.344
737,2764.61
738,2783.891
739,2803.219
740,2822.438
741,2841.703
742,2860.907
743,2880.203
744,2899.547
745,2918.985
746,2938.266
747,2957.75
748,2977.188
749,2996.703
750,3016.188
751,3035.657
752,3055.282
753,3074.688
754,3094.11
755,3113.594
756,3133.078
757,3152.657
758,3172.172
759,3191.703
760,3211.235
761,3230.891
762,3250.563
763,3270.219
764,3289.86
765,3309.719
766,3329.5
767,3349.313
768,3369.157
769,3389.078
770,3408.922
771,3428.766
772,3449.0
773,3469.032
774,3489.297
775,3509.563
776,3529.891
777,3550.157
778,3570.532
779,3590.75
780,3611.157
781,3631.563
782,0.0
783,16.719
784,35.656
785,53.859
786,72.0
787,90.156
788,108.359
789,126.563
790,144.625
791,162.844
792,181.031
793,199.281
794,217.5
795,235.656
796,253.75
797,271.875
798,290.0
799,308.219
800,326.438
801,344.547
802,362.766
803,381.0
804,399.188
805,417.328
806,435.578
807,453.734
808,471.891
809,490.078
810,508.266
811,526.469
812,544.594
813,562.813
814,581.047
815,599.328
816,617.609
817,635.766
818,653.953
819,672.266
820,690.484
821,708.906
822,727.172
823,745.469
824,763.703
825,781.969
826,800.406
827,818.734
828,837.031
829,855.281
830,873.594
831,892.031
832,910.266
833,928.609
834,946.891
835,965.109
836,983.5
837,1001.875
838,1020.266
839,1038.625
840,1056.953
841,1075.25
842,1093.563
843,1111.922
844,1130.297
845,1148.688
846,1167.031
847,1185.531
848,1203.813
849,1222.188
850,1240.516
851,1258.844
852,1277.203
853,1295.656
854,1314.141
855,1332.656
856,1351.219
857,1369.625
858,1388.094
859,1406.578
860,1425.109
861,1443.656
862,1462.094
863,1480.531
864,1498.984
865,1517.516
866,1536.047
867,1554.609
868,1573.203
869,1591.719
870,1610.313
871,1628.813
872,1647.406
873,1665.969
874,1684.438
875,1703.094
876,1721.625
877,1740.375
878,1759.063
879,1777.719
880,1796.563
881,1815.281
882,1833.984
883,1852.703
884,1871.438
885,1890.234
886,1908.891
887,1927.719
888,1946.469
889,1965.219
890,1984.078
891,2002.891
892,2021.781
893,2040.516
894,2059.344
895,2078.078
896,2096.906
897,2115.672
898,2134.516
899,2153.484
900,2172.234
901,2191.156
902,2210.047
903,2228.953
904,2247.766
905,2266.672
906,2285.594
907,2304.531
908,2323.453
909,2342.531
910,2361.609
911,2380.516
912,2399.531
913,2418.578
914,2437.656
915,2456.797
916,2475.719
917,2494.797
918,2513.813
919,2532.875
920,2551.922
921,2571.063
922,2590.156
923,2609.219
924,2628.313
925,2647.547
926,2666.672
927,2686.031
928,2705.234
929,2724.406
930,2743.703
931,2762.922
932,2782.281
933,2801.609
934,2820.859
935,2840.156
936,2859.422
937,2878.813
938,2898.203
939,2917.5
940,2936.938
941,2956.328
942,2975.688
943,2995.063
944,3014.469
945,3033.875
946,3053.25
947,3072.672
948,3092.203
949,3111.766
950,3131.313
951,3150.875
952,3170.438
953,3190.0
954,3209.578
955,3229.141
956,3248.766
957,3268.344
958,3287.938
959,3307.688
960,3327.531
961,3347.328
962,3367.156
963,3387.0
964,3406.906
965,3426.844
966,3447.016
967,3466.984
968,3487.172
969,3507.391
970,3527.672
971,3547.922
972,3568.156
973,3588.563
974,3608.766
975,3629.172
976,0.0
977,16.719
978,35.703
979,53.906
980,71.953
981,90.11
982,108.25
983,126.25
984,144.36
985,162.563
986,180.781
987,199.0
988,217.188
989,235.36
990,253.594
991,271.719
992,289.906
993,308.016
994,326.297
995,344.5
996,362.641
997,380.86
998,399.078
999,417.203
1000,435.406
1001,453.61
1002,471.797
1003,490.016
1004,508.156
1005,526.313
1006,544.516
1007,562.766
1008,580.922
1009,599.125
1010,617.25
1011,635.485
1012,653.813
1013,672.219
1014,690.406
1015,708.781
1016,727.016
1017,745.328
1018,763.516
1019,781.781
1020,800.047
1021,818.297
1022,836.594
1023,855.0
1024,873.36
1025,891.547
1026,909.813
1027,928.281
1028,946.547
1029,964.938
1030,983.235
1031,1001.516
1032,1019.813
1033,1038.172
1034,1056.578
1035,1074.891
1036,1093.235
1037,1111.563
1038,1129.969
1039,1148.36
1040,1166.703
1041,1185.11
1042,1203.5
1043,1222.031
1044,1240.578
1045,1258.906
1046,1277.36
1047,1295.86
1048,1314.281
1049,1332.813
1050,1351.297
1051,1369.719
1052,1388.219
1053,1406.656
1054,1425.203
1055,1443.703
1056,1462.266
1057,1480.844
1058,1499.406
1059,1517.938
1060,1536.516
1061,1555.0
1062,1573.469
1063,1592.0
1064,1610.61
1065,1629.188
1066,1647.781
1067,1666.406
1068,1684.953
1069,1703.61
1070,1722.25
1071,1740.875
1072,1759.422
1073,1778.063
1074,1796.75
1075,1815.344
1076,1833.906
1077,1852.641
1078,1871.375
1079,1890.297
1080,1909.063
1081,1927.75
1082,1946.485
1083,1965.281
1084,1983.985
1085,2002.735
1086,2021.547
1087,2040.453
1088,2059.36
1089,2078.25
1090,2097.188
1091,2115.906
1092,2134.797
1093,2153.703
1094,2172.625
1095,2191.594
1096,2210.547
1097,2229.5
1098,2248.516
1099,2267.438
1100,2286.25
1101,2305.25
1102,2324.235
1103,2343.172
1104,2362.172
1105,2381.156
1106,2400.281
1107,2419.266
1108,2438.281
1109,2457.25
1110,2476.344
1111,2495.406
1112,2514.5
1113,2533.61
1114,2552.719
1115,2571.797
1116,2590.891
1117,2610.016
1118,2629.125
1119,2648.297
1120,2667.469
1121,2686.766
1122,2705.922
1123,2725.203
1124,2744.5
1125,2763.703
1126,2782.922
1127,2802.266
1128,2821.485
1129,2840.75
1130,2860.141
1131,2879.453
1132,2898.797
1133,2918.172
1134,2937.641
1135,2957.047
1136,2976.531
1137,2996.016
1138,3015.516
1139,3034.938
1140,3054.391
1141,3073.875
1142,3093.531
1143,3113.016
1144,3132.625
1145,3152.141
1146,3171.672
1147,3191.297
1148,3210.891
1149,3230.485
1150,3250.203
1151,3269.797
1152,3289.531
1153,3309.25
1154,3329.047
1155,3348.906
1156,3368.906
1157,3388.891
1158,3408.766
1159,3428.828
1160,3448.953
1161,3469.188
1162,3489.422
1163,3509.641
1164,3530.0
1165,3550.375
1166,3570.781
1167,3591.188
1168,3611.516
1169,3631.906
1170,3652.281
1171,0.0
1172,16.719
1173,35.562
1174,53.687
1175,71.891
1176,90.078
1177,108.266
1178,126.375
1179,144.5
1180,162.656
1181,180.828
1182,198.984
1183,217.172
1184,235.391
1185,253.547
1186,271.75
1187,289.922
1188,308.031
1189,326.203
1190,344.312
1191,362.391
1192,380.516
1193,398.687
1194,416.844
1195,434.953
1196,453.234
1197,471.437
1198,489.641
1199,507.844
1200,526.141
1201,544.328
1202,562.547
1203,580.766
1204,599.109
1205,617.437
1206,635.703
1207,653.859
1208,672.172
1209,690.375
1210,708.578
1211,726.953
1212,745.156
1213,763.359
1214,781.594
1215,799.922
1216,818.25
1217,836.562
1218,854.766
1219,873.0
1220,891.312
1221,909.594
1222,927.953
1223,946.234
1224,964.578
1225,982.875
1226,1001.219
1227,1019.578
1228,1037.906
1229,1056.312
1230,1074.687
1231,1093.016
1232,1111.406
1233,1129.859
1234,1148.172
1235,1166.578
1236,1184.953
1237,1203.359
1238,1221.672
1239,1240.203
1240,1258.578
1241,1276.953
1242,1295.375
1243,1313.828
1244,1332.203
1245,1350.797
1246,1369.344
1247,1387.828
1248,1406.266
1249,1424.656
1250,1443.172
1251,1461.703
1252,1480.281
1253,1498.875
1254,1517.375
1255,1535.844
1256,1554.328
1257,1572.844
1258,1591.391
1259,1609.984
1260,1628.516
1261,1647.094
1262,1665.687
1263,1684.234
1264,1702.75
1265,1721.375
1266,1740.047
1267,1758.719
1268,1777.437
1269,1796.047
1270,1814.719
1271,1833.328
1272,1851.984
1273,1870.812
1274,1889.594
1275,1908.344
1276,1927.109
1277,1945.766
1278,1964.531
1279,1983.281
1280,2002.047
1281,2020.734
1282,2039.516
1283,2058.375
1284,2077.203
1285,2096.047
1286,2114.828
1287,2133.656
1288,2152.656
1289,2171.484
1290,2190.422
1291,2209.312
1292,2228.172
1293,2247.094
1294,2265.969
1295,2284.969
1296,2303.906
1297,2322.953
1298,2341.812
1299,2360.828
1300,2379.859
1301,2398.797
1302,2417.734
1303,2436.75
1304,2455.75
1305,2474.859
1306,2493.875
1307,2513.031
1308,2532.141
1309,2551.266
1310,2570.391
1311,2589.672
1312,2608.812
1313,2628.062
1314,2647.391
1315,2666.609
1316,2685.828
1317,2705.203
1318,2724.453
1319,2743.656
1320,2762.875
1321,2782.094
1322,2801.484
1323,2820.734
1324,2839.937
1325,2859.312
1326,2878.609
1327,2897.937
1328,2917.359
1329,2936.844
1330,2956.328
1331,2975.781
1332,2995.219
1333,3014.656
1334,3034.203
1335,3053.687
1336,3073.125
1337,3092.641
1338,3112.094
1339,3131.516
1340,3151.047
1341,3170.641
1342,3190.359
1343,3209.953
1344,3229.656
1345,3249.312
1346,3268.922
1347,3288.75
1348,3308.422
1349,3328.156
1350,3347.891
1351,3367.781
1352,3387.812
1353,3407.734
1354,3427.656
1355,3447.766
1356,3468.094
1357,3488.281
1358,3508.531
1359,3528.844
1360,3549.125
1361,3569.391
1362,3589.719
1363,3610.094
1364,3630.453
1365,3650.828
1366,0.0
1367,16.75
1368,35.578
1369,53.844
1370,72.031
1371,90.109
1372,108.375
1373,126.453
1374,144.578
1375,162.765
1376,180.969
1377,199.156
1378,217.406
1379,235.578
1380,253.89
1381,272.078
1382,290.281
1383,308.453
1384,326.64
1385,344.844
1386,362.984
1387,381.203
1388,399.375
1389,417.609
1390,435.75
1391,453.937
1392,472.14
1393,490.5
1394,508.703
1395,526.89
1396,545.094
1397,563.453
1398,581.547
1399,599.781
1400,618.187
1401,636.359
1402,654.64
1403,672.844
1404,691.078
1405,709.484
1406,727.828
1407,745.969
1408,764.187
1409,782.375
1410,800.672
1411,819.0
1412,837.344
1413,855.719
1414,873.969
1415,892.312
1416,910.609
1417,928.89
1418,947.203
1419,965.75
1420,984.109
1421,1002.5
1422,1020.797
1423,1039.203
1424,1057.547
1425,1075.969
1426,1094.312
1427,1112.719
1428,1131.094
1429,1149.515
1430,1167.969
1431,1186.375
1432,1204.922
1433,1223.359
1434,1241.859
1435,1260.219
1436,1278.781
1437,1297.297
1438,1315.765
1439,1334.078
1440,1352.578
1441,1371.109
1442,1389.594
1443,1408.109
1444,1426.656
1445,1445.078
1446,1463.765
1447,1482.312
1448,1501.078
1449,1519.64
1450,1538.14
1451,1556.765
1452,1575.422
1453,1594.015
1454,1612.547
1455,1631.125
1456,1649.765
1457,1668.39
1458,1686.953
1459,1705.5
1460,1724.125
1461,1742.734
1462,1761.359
1463,1780.094
1464,1798.828
1465,1817.531
1466,1836.297
1467,1854.922
1468,1873.594
1469,1892.312
1470,1911.047
1471,1929.828
1472,1948.515
1473,1967.25
1474,1985.969
1475,2004.781
1476,2023.672
1477,2042.453
1478,2061.328
1479,2080.25
1480,2098.969
1481,2117.922
1482,2136.75
1483,2155.531
1484,2174.344
1485,2193.25
1486,2212.109
1487,2231.062
1488,2249.875
1489,2268.765
1490,2287.765
1491,2306.719
1492,2325.64
1493,2344.594
1494,2363.64
1495,2382.594
1496,2401.562
1497,2420.64
1498,2439.64
1499,2458.64
1500,2477.594
1501,2496.687
1502,2515.781
1503,2534.906
1504,2554.015
1505,2573.109
1506,2592.39
1507,2611.515
1508,2630.672
1509,2649.89
1510,2669.156
1511,2688.484
1512,2707.765
1513,2727.047
1514,2746.344
1515,2765.672
1516,2784.906
1517,2804.203
1518,2823.531
1519,2843.0
1520,2862.219
1521,2881.547
1522,2901.031
1523,2920.484
1524,2939.875
1525,2959.25
1526,2978.609
1527,2998.109
1528,3017.594
1529,3036.984
1530,3056.422
1531,3075.875
1532,3095.328
1533,3114.781
1534,3134.453
1535,3153.969
1536,3173.422
1537,3193.094
1538,3212.719
1539,3232.422
1540,3252.234
1541,3271.906
1542,3291.484
1543,3311.328
1544,3331.203
1545,3351.047
1546,3370.875
1547,3390.797
1548,3410.672
1549,3430.719
1550,3450.812
1551,3471.015
1552,3491.234
1553,3511.578
1554,3531.75
1555,3552.062
1556,3572.453
1557,0.0
1558,16.734
1559,35.578
1560,53.719
1561,71.828
1562,90.062
1563,108.203
1564,126.375
1565,144.547
1566,162.719
1567,180.922
1568,199.141
1569,217.297
1570,235.437
1571,253.672
1572,271.891
1573,289.969
1574,308.156
1575,326.187
1576,344.312
1577,362.594
1578,380.875
1579,399.062
1580,417.203
1581,435.547
1582,453.75
1583,471.953
1584,490.156
1585,508.328
1586,526.484
1587,544.687
1588,562.937
1589,581.141
1590,599.422
1591,617.594
1592,635.797
1593,654.109
1594,672.422
1595,690.75
1596,709.078
1597,727.297
1598,745.625
1599,764.047
1600,782.391
1601,800.719
1602,819.156
1603,837.484
1604,855.75
1605,874.031
1606,892.297
1607,910.625
1608,928.953
1609,947.203
1610,965.562
1611,983.828
1612,1002.187
1613,1020.453
1614,1038.812
1615,1057.219
1616,1075.578
1617,1093.922
1618,1112.234
1619,1130.672
1620,1149.062
1621,1167.328
1622,1185.719
1623,1204.062
1624,1222.453
1625,1240.906
1626,1259.297
1627,1277.687
1628,1296.203
1629,1314.516
1630,1332.984
1631,1351.484
1632,1369.922
1633,1388.422
1634,1406.984
1635,1425.453
1636,1444.094
1637,1462.625
1638,1481.078
1639,1499.625
1640,1518.141
1641,1536.672
1642,1555.219
1643,1573.75
1644,1592.297
1645,1610.875
1646,1629.516
1647,1648.094
1648,1666.562
1649,1685.078
1650,1703.656
1651,1722.312
1652,1740.937
1653,1759.484
1654,1778.062
1655,1796.672
1656,1815.437
1657,1834.109
1658,1852.984
1659,1871.625
1660,1890.359
1661,1909.203
1662,1927.969
1663,1946.75
1664,1965.594
1665,1984.437
1666,2003.172
1667,2022.031
1668,2040.844
1669,2059.609
1670,2078.359
1671,2097.172
1672,2115.969
1673,2134.781
1674,2153.687
1675,2172.547
1676,2191.406
1677,2210.312
1678,2229.203
1679,2248.187
1680,2267.094
1681,2285.984
1682,2304.891
1683,2323.812
1684,2342.812
1685,2361.922
1686,2380.953
1687,2400.078
1688,2419.125
1689,2438.141
1690,2457.266
1691,2476.312
1692,2495.422
1693,2514.562
1694,2533.578
1695,2552.719
1696,2571.828
1697,2591.062
1698,2610.172
1699,2629.312
1700,2648.578
1701,2667.828
1702,2687.047
1703,2706.203
1704,2725.375
1705,2744.656
1706,2763.969
1707,2783.328
1708,2802.531
1709,2821.797
1710,2841.125
1711,2860.594
1712,2879.891
1713,2899.312
1714,2918.719
1715,2938.312
1716,2957.687
1717,2977.078
1718,2996.484
1719,3016.0
1720,3035.453
1721,3054.859
1722,3074.391
1723,3093.891
1724,3113.391
1725,3132.891
1726,3152.328
1727,3171.937
1728,3191.594
1729,3211.266
1730,3230.937
1731,3250.531
1732,3270.187
1733,3289.891
1734,3309.625
1735,3329.422
1736,3349.172
1737,3369.047
1738,3389.125
1739,3409.062
1740,3429.047
1741,3449.016
1742,3469.344
1743,3489.594
1744,3510.0
1745,3530.344
1746,3550.594
1747,0.0
1748,16.672
1749,35.563
1750,53.735
1751,71.797
1752,89.985
1753,108.172
1754,126.344
1755,144.547
1756,162.61
1757,180.735
1758,198.875
1759,217.094
1760,235.282
1761,253.485
1762,271.657
1763,289.86
1764,308.063
1765,326.282
1766,344.422
1767,362.625
1768,380.829
1769,399.016
1770,417.172
1771,435.344
1772,453.547
1773,471.704
1774,489.907
1775,508.047
1776,526.25
1777,544.485
1778,562.657
1779,581.047
1780,599.25
1781,617.407
1782,635.766
1783,653.938
1784,672.141
1785,690.329
1786,708.61
1787,727.063
1788,745.313
1789,763.625
1790,782.0
1791,800.36
1792,818.61
1793,836.938
1794,855.297
1795,873.5
1796,891.86
1797,910.204
1798,928.516
1799,946.782
1800,965.157
1801,983.547
1802,1001.907
1803,1020.25
1804,1038.516
1805,1056.86
1806,1075.188
1807,1093.516
1808,1111.875
1809,1130.313
1810,1148.75
1811,1167.204
1812,1185.719
1813,1204.141
1814,1222.688
1815,1241.11
1816,1259.469
1817,1277.969
1818,1296.422
1819,1314.844
1820,1333.25
1821,1351.86
1822,1370.344
1823,1388.875
1824,1407.407
1825,1425.875
1826,1444.266
1827,1462.797
1828,1481.36
1829,1499.875
1830,1518.407
1831,1536.969
1832,1555.5
1833,1574.141
1834,1592.657
1835,1611.235
1836,1629.766
1837,1648.313
1838,1666.891
1839,1685.625
1840,1704.172
1841,1722.75
1842,1741.422
1843,1760.079
1844,1778.766
1845,1797.375
1846,1816.032
1847,1834.657
1848,1853.266
1849,1872.079
1850,1890.766
1851,1909.532
1852,1928.282
1853,1947.047
1854,1965.735
1855,1984.485
1856,2003.266
1857,2022.0
1858,2040.922
1859,2059.75
1860,2078.61
1861,2097.5
1862,2116.235
1863,2135.125
1864,2154.079
1865,2172.938
1866,2191.922
1867,2210.782
1868,2229.735
1869,2248.61
1870,2267.563
1871,2286.485
1872,2305.36
1873,2324.313
1874,2343.344
1875,2362.282
1876,2381.282
1877,2400.188
1878,2419.297
1879,2438.391
1880,2457.422
1881,2476.438
1882,2495.469
1883,2514.641
1884,2533.766
1885,2552.86
1886,2571.985
1887,2591.172
1888,2610.344
1889,2629.657
1890,2648.813
1891,2667.938
1892,2687.25
1893,2706.469
1894,2725.735
1895,2744.969
1896,2764.329
1897,2783.579
1898,2802.829
1899,2822.125
1900,2841.391
1901,2860.719
1902,2879.985
1903,2899.485
1904,2918.891
1905,2938.282
1906,2957.735
1907,2977.079
1908,2996.672
1909,3015.938
1910,3035.313
1911,3054.719
1912,3074.297
1913,3093.86
1914,3113.391
1915,3132.969
1916,3152.594
1917,3172.313
1918,3191.922
1919,3211.516
1920,3231.25
1921,3250.938
1922,3270.594
1923,3290.188
1924,3310.016
1925,3329.907
1926,3349.954
1927,3369.813
1928,3389.735
1929,3409.625
1930,3429.672
1931,3449.844
1932,3470.047
1933,3490.454
1934,3510.766
1935,3531.032
1936,3551.25
1937,0.0
1938,16.672
1939,35.594
1940,53.844
1941,71.969
1942,90.188
