Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,TTD,SOC,Voltage
3.478940839,-4.024389118,49.29357722,4.001,1.608,411.938,1.65607061,1160.421,0.874513317,3.481681897
3.475360791,-4.024748718,49.38911957,4.001,1.605,421.25,1.65607061,1151.109,0.873399265,3.478738467
3.472019162,-4.023813993,49.44419274,4.001,1.601,430.547,1.65607061,1141.812,0.872164281,3.476469268
3.468543819,-4.023261509,49.55240109,4.001,1.597,439.859,1.65607061,1132.5,0.870724205,3.472683368
3.465082139,-4.024853294,49.6590489,4.001,1.594,449.234,1.65607061,1123.125,0.869394777,3.469234264
3.461703472,-4.023489645,49.75737402,4.001,1.591,458.625,1.65607061,1113.734,0.868146299,3.466448772
3.458364493,-4.024729196,49.8750726,4.001,1.589,467.969,1.65607061,1104.39,0.866949517,3.463372449
3.455107408,-4.024559818,49.97749486,4.001,1.585,477.313,1.65607061,1095.046,0.866042072,3.461614449
3.451868304,-4.02366145,50.08335865,4.001,1.582,486.688,1.65607061,1085.671,0.865843975,3.460852933
3.44850432,-4.02360694,50.17668549,4.001,1.579,496.063,1.65607061,1076.296,0.866574943,3.458778251
3.445328402,-4.023509694,50.26166068,4.001,1.577,505.359,1.65607061,1067,0.866747459,3.453050205
3.442013944,-4.023497935,50.35673357,4.001,1.573,514.703,1.65607061,1057.656,0.866481308,3.448495578
3.438694384,-4.024011467,50.45511025,4.001,1.57,524.031,1.65607061,1048.328,0.866311121,3.444869176
3.435492084,-4.024403761,50.55122755,4.001,1.564,533.359,1.65607061,1039,0.866364262,3.441483259
3.432389933,-4.025191234,50.61190204,4.001,1.561,542.75,1.65607061,1029.609,0.866473434,3.438488748
3.429315636,-4.024571224,50.7193448,4.001,1.559,552.109,1.65607061,1020.25,0.866556457,3.434101818
3.426211508,-4.023453705,50.82268734,4.001,1.557,561.5,1.65607061,1010.859,0.866482286,3.430483045
3.423165525,-4.024698146,50.84418009,4.001,1.554,570.844,1.65607061,1001.515,0.866423014,3.428665233
3.420274679,-4.023967641,50.97012089,4.001,1.551,580.156,1.65607061,992.203,0.866594934,3.423722465
3.417408862,-4.023365742,51.09534221,4.001,1.549,589.469,1.65607061,982.89,0.866474805,3.419983873
3.414605887,-4.025020994,51.27197043,4.001,1.546,598.781,1.65607061,973.578,0.866311688,3.415740385
3.411769175,-4.024618331,51.30278884,4.001,1.543,608.094,1.65607061,964.265,0.866020964,3.415836651
3.409021066,-4.024286879,51.41548895,4.001,1.541,617.484,1.65607061,954.875,0.8666502,3.412062388
3.406235294,-4.026358837,51.50532553,4.001,1.538,626.891,1.65607061,945.468,0.866637508,3.408628536
3.403731056,-4.023451428,51.58355917,4.001,1.536,636.219,1.65607061,936.14,0.866441136,3.406233422
3.401182568,-4.024299667,51.62494385,4.001,1.533,645.594,1.65607061,926.765,0.866337428,3.40428854
3.398686803,-4.02414247,51.77135718,4.001,1.531,654.938,1.65607061,917.421,0.866451485,3.399654935
3.396368863,-4.0248414,51.80538337,4.001,1.529,664.25,1.65607061,908.109,0.866143314,3.398830418
3.393820573,-4.023873646,51.93631406,4.001,1.526,673.625,1.65607061,898.734,0.86633546,3.394953573
3.391509475,-4.025192196,52.0349261,4.001,1.524,682.938,1.65607061,889.421,0.866120171,3.392510046
3.389088029,-4.024354299,52.12531176,4.001,1.522,692.25,1.65607061,880.109,0.865940452,3.39061347
3.38684073,-4.024040494,52.17214211,4.001,1.52,701.625,1.65607061,870.734,0.866081075,3.389174521
3.384437488,-4.023646955,52.23170238,4.001,1.517,711.016,1.65607061,861.343,0.866369036,3.386341802
3.382245458,-4.024932359,52.28984974,4.001,1.515,720.328,1.65607061,852.031,0.866278718,3.383663711
3.380031533,-4.02489447,52.39914346,4.001,1.513,729.719,1.65607061,842.64,0.866077631,3.380381883
3.377717419,-4.024529034,52.41556728,4.001,1.511,739.078,1.65607061,833.281,0.865694217,3.379869095
3.375428695,-4.024005452,52.52449479,4.001,1.509,748.469,1.65607061,823.89,0.866324859,3.375408036
3.373111314,-4.023357742,52.68797174,4.001,1.507,757.813,1.65607061,814.546,0.865835296,3.371941888
3.37095834,-4.023997353,52.67195745,4.001,1.505,767.219,1.65607061,805.14,0.864976581,3.37291291
3.368757211,-4.02642258,52.77567806,4.001,1.503,776.547,1.65607061,795.812,0.863930623,3.369886528
3.366751228,-4.02513239,52.84565525,4.001,1.501,785.891,1.65607061,786.468,0.863064414,3.368131443
3.364410659,-4.023935215,52.88801728,4.001,1.499,795.313,1.65607061,777.046,0.862131184,3.366815218
3.362082099,-4.023846184,52.94890598,4.001,1.497,804.625,1.65607061,767.734,0.86090596,3.364659695
3.36001818,-4.024349479,53.08280031,4.001,1.495,813.922,1.65607061,758.437,0.859660445,3.360950282
3.357796564,-4.023766934,53.09891851,4.001,1.493,823.25,1.65607061,749.109,0.858909075,3.360267637
3.355461814,-4.024081513,53.17067162,4.001,1.491,832.594,1.65607061,739.765,0.857737078,3.35782725
3.353267565,-4.023778263,53.2782614,4.001,1.488,841.953,1.65607061,730.406,0.856602888,3.354787827
3.351050338,-4.023937915,53.30139716,4.001,1.486,851.313,1.65607061,721.046,0.855705064,3.353711267
3.348977028,-4.022158113,53.36207868,4.001,1.484,860.688,1.65607061,711.671,0.854502728,3.351592767
3.346660771,-4.022861722,53.43467482,4.001,1.482,870.016,1.65607061,702.343,0.853314819,3.349129831
3.344328537,-4.022947968,53.52095374,4.001,1.48,879.359,1.65607061,693,0.852164959,3.34654585
3.342155934,-4.022945887,53.63997782,4.001,1.477,888.688,1.65607061,683.671,0.851077155,3.343503237
3.339869748,-4.024552269,53.7006359,4.001,1.475,898,1.65607061,674.359,0.850217868,3.341877764
3.337398166,-4.024905115,53.72616099,4.001,1.473,907.422,1.65607061,664.937,0.84915361,3.340847647
3.335147047,-4.023512916,53.75749618,4.001,1.471,916.734,1.65607061,655.625,0.847579719,3.339602194
3.332791597,-4.023718048,53.92359429,4.001,1.469,926.063,1.65607061,646.296,0.848207884,3.327076565
3.330469051,-4.024149095,54.01730595,4.001,1.466,935.453,1.65607061,636.906,0.849261576,3.329760602
3.327947458,-4.024100885,54.07934606,4.001,1.464,944.797,1.65607061,627.562,0.8489966,3.329451609
3.32569074,-4.023881034,54.14338066,4.001,1.461,954.109,1.65607061,618.25,0.848025388,3.328481052
3.323129003,-4.024254622,54.13901889,4.001,1.459,963.453,1.65607061,608.906,0.846310853,3.330404885
3.320651049,-4.024002771,54.23276486,4.001,1.457,972.781,1.65607061,599.578,0.844070425,3.325052148
3.318212366,-4.024136383,54.29424592,4.001,1.454,982.094,1.65607061,590.265,0.842724533,3.321617056
3.315654451,-4.023701195,54.3579327,4.001,1.451,991.5,1.65607061,580.859,0.84158411,3.318697649
3.31299838,-4.024197106,54.33324781,4.001,1.449,1000.828,1.65607061,571.531,0.840506277,3.317540538
3.310467156,-4.024194223,54.508126,4.001,1.447,1010.172,1.65607061,562.187,0.839129282,3.312156648
3.307818202,-4.023443894,54.65613579,4.001,1.444,1019.484,1.65607061,552.875,0.838319358,3.308635201
3.305106187,-4.023300988,54.57917951,4.001,1.442,1028.813,1.65607061,543.546,0.837670691,3.309541946
3.302454403,-4.024334915,54.70658286,4.001,1.439,1038.172,1.65607061,534.187,0.836279144,3.305136796
3.299738687,-4.024570719,54.78593564,4.001,1.437,1047.531,1.65607061,524.828,0.835280513,3.302402639
3.296813972,-4.024408837,54.8896951,4.001,1.433,1056.875,1.65607061,515.484,0.834279017,3.299301122
3.294031127,-4.024724454,54.99523406,4.001,1.431,1066.266,1.65607061,506.093,0.833312171,3.29623918
3.291047891,-4.02291454,55.00947521,4.001,1.428,1075.609,1.65607061,496.75,0.832399706,3.295068987
3.288105976,-4.02442854,55.00556972,4.001,1.425,1084.969,1.65607061,487.39,0.831136258,3.293203913
3.285134886,-4.024965109,55.11161883,4.001,1.423,1094.391,1.65607061,477.968,0.829714947,3.288974492
3.281951031,-4.024474839,55.28795831,4.001,1.419,1103.688,1.65607061,468.671,0.828560357,3.284155241
3.279018078,-4.024853092,55.31901632,4.001,1.417,1112.984,1.65607061,459.375,0.827685166,3.282564284
3.27576141,-4.024177011,55.40264618,4.001,1.413,1122.328,1.65607061,450.031,0.826545869,3.27958059
3.272497091,-4.023954162,55.51203396,4.001,1.411,1131.641,1.65607061,440.718,0.825381825,3.275999237
3.269276777,-4.024889148,55.51525955,4.001,1.407,1141.031,1.65607061,431.328,0.824290263,3.274285229
3.266030115,-4.024308787,55.5615193,4.001,1.403,1150.406,1.65607061,421.953,0.822942085,3.271270222
3.262576141,-4.024580666,55.66581104,4.001,1.401,1159.734,1.65607061,412.625,0.821611123,3.26707
3.259191276,-4.023490137,55.67280064,4.001,1.397,1169.047,1.65607061,403.312,0.820424201,3.264920303
3.25560604,-4.023219669,55.84408543,4.001,1.393,1178.406,1.65607061,393.953,0.81903656,3.259437812
3.252001934,-4.023368069,55.95430923,4.001,1.39,1187.703,1.65607061,384.656,0.817984126,3.255792343
3.248325304,-4.022400702,56.07284259,4.001,1.387,1197.063,1.65607061,375.296,0.816908817,3.252139676
3.244650015,-4.023064711,56.18350185,4.001,1.383,1206.391,1.65607061,365.968,0.815841466,3.248350552
3.240750645,-4.023315181,56.23937983,4.001,1.379,1215.75,1.65607061,356.609,0.81476938,3.245988274
3.23684185,-4.024130771,56.32484397,4.001,1.375,1225.141,1.65607061,347.218,0.813464667,3.242302253
3.232664582,-4.025328256,56.45416726,4.001,1.371,1234.531,1.65607061,337.828,0.812199034,3.237689032
3.228505875,-4.023675511,56.55497913,4.001,1.367,1243.875,1.65607061,328.484,0.811021302,3.233914259
3.223991981,-4.024066726,56.56069592,4.001,1.363,1253.297,1.65607061,319.062,0.809788961,3.231347544
3.219299496,-4.024291006,56.80436096,4.001,1.358,1262.641,1.65607061,309.718,0.808321253,3.224097891
3.214639176,-4.025194987,56.76668302,4.001,1.353,1271.922,1.65607061,300.437,0.807270274,3.222366982
3.209547747,-4.024050031,56.83587099,4.001,1.348,1281.203,1.65607061,291.156,0.805765892,3.217806884
3.204168677,-4.024346147,56.9936365,4.001,1.343,1290.578,1.65607061,281.781,0.804367879,3.211320078
3.198394997,-4.02285353,57.07321511,4.001,1.337,1299.922,1.65607061,272.437,0.803121736,3.206707797
3.192246224,-4.02480757,57.10088274,4.001,1.332,1309.281,1.65607061,263.078,0.801712326,3.202146394
3.185668294,-4.0239066,57.36662313,4.001,1.326,1318.641,1.65607061,253.718,0.800224235,3.193275302
3.178600159,-4.022716104,57.4009644,4.001,1.318,1327.953,1.65607061,244.406,0.799048499,3.189014398
3.170679664,-4.024422633,57.45341735,4.001,1.311,1337.313,1.65607061,235.046,0.797485052,3.183026259
3.16201307,-4.024252752,57.59598184,4.001,1.302,1346.625,1.65607061,225.734,0.795986973,3.174507871
3.152747526,-4.022609566,57.78124756,4.001,1.294,1355.938,1.65607061,216.421,0.794552642,3.165321672
3.141876085,-4.024325469,57.83622428,4.001,1.283,1365.297,1.65607061,207.062,0.793119127,3.157807968
3.129797288,-4.021106261,57.91125126,4.001,1.272,1374.672,1.65607061,197.687,0.791472077,3.148489623
3.116400786,-4.024595124,57.98204339,4.001,1.259,1384.047,1.65607061,188.312,0.7899528,3.136850548
3.101025306,-4.023343872,58.15932597,4.001,1.244,1393.438,1.65607061,178.921,0.788339929,3.123051679
3.083552973,-4.023110933,58.27306852,4.001,1.228,1402.781,1.65607061,169.578,0.786839109,3.1089572
3.064101179,-4.022649427,58.40548795,4.001,1.21,1412.063,1.65607061,160.296,0.785127745,3.092800853
3.04155089,-4.025008043,58.49950342,4.001,1.188,1421.438,1.65607061,150.921,0.783735498,3.074444234
3.016166503,-4.024039324,58.67316956,4.001,1.164,1430.734,1.65607061,141.625,0.78172714,3.053497592
2.986948093,-4.024024751,58.82845066,4.001,1.138,1440.063,1.65607061,132.296,0.781090531,3.027869381
2.954228337,-4.024025596,58.93206779,4.001,1.106,1449.375,1.65607061,122.984,0.776983276,3.00603311
2.91692886,-4.025329128,59.27516648,4.001,1.07,1458.719,1.65607061,113.64,0.783951736,2.956933547
2.874091871,-4.022722787,59.29683192,4.001,1.026,1468.047,1.65607061,104.312,0.759524488,3.000152039
2.824055983,-4.024193739,59.48021442,4.001,0.98,1477.359,1.65607061,95,0.919072833,2.855325678
2.763751233,-4.022861282,59.71580153,4.001,0.927,1486.688,1.65607061,85.671,0.883781307,2.699396487
2.689109894,-4.02340125,59.76575361,4.001,0.861,1496,1.65607061,76.359,0.992575493,3.166657563
2.595025817,-4.02305223,60.03373707,4.001,0.775,1505.344,1.65607061,67.015,0.443322016,2.756841535
2.4743653,-4.022201797,60.20345102,4.001,0.671,1514.688,1.65607061,57.671,0.569386139,3.909871363
2.317333965,-4.021110953,60.53719803,4.001,0.531,1524.031,1.65607061,48.328,0.585659157,3.108498405
2.127417045,-4.02055273,60.7857443,4.001,0.352,1533.375,1.65607061,38.984,0.512521515,2.233740551
2.921949873,-0.003694142,61.11438949,0.0006,0.001,1543.141,1.65607061,29.218,0.520901792,1.587404296
3.032353151,-0.002644997,61.08924709,0.0006,0.001,1552.844,1.65607061,19.515,0.59536161,2.378089342
3.099875332,-0.003265551,60.92118772,0.0006,0.001,1562.594,1.65607061,9.765,0.792779276,2.814629732
3.145201425,-0.00325445,60.56813821,0.0006,0.001,1572.359,1.65607061,0,0.985101212,3.0393195
4.191393071,-0.00220012,44.54353973,0.0006,0,0,1.781554875,1723.281,1,4.200798811
4.191571549,-0.000786808,44.55057916,0.0006,4.207,9.312,1.781554875,1713.969,0.994631497,4.192718971
3.863181309,-4.024452843,44.58615269,4.001,1.971,19.469,1.781554875,1703.812,0.995385141,4.189670405
3.838955903,-4.024120567,44.69638643,4.001,1.963,28.812,1.781554875,1694.469,0.784494686,3.976314917
3.819922349,-4.02521233,44.83439268,4.001,1.948,38.203,1.781554875,1685.078,0.957028563,3.901592085
3.803145068,-4.023971152,45.01597696,4.001,1.933,47.594,1.781554875,1675.687,1.011066039,3.90702848
3.788089231,-4.02438408,45.21462488,4.001,1.918,56.953,1.781554875,1666.328,0.952676787,3.832760263
3.774410211,-4.024679275,45.3936281,4.001,1.904,66.344,1.781554875,1656.937,0.960292745,3.808074431
3.761549564,-4.024290503,45.57774631,4.001,1.888,75.812,1.781554875,1647.469,0.957925318,3.781996723
3.749858045,-4.02343907,45.76193895,4.001,1.876,85.187,1.781554875,1638.094,0.954818012,3.762561021
3.739000295,-4.02530389,45.97364936,4.001,1.864,94.562,1.781554875,1628.719,0.952391934,3.748172619
3.728733201,-4.02382513,46.15029761,4.001,1.854,103.937,1.781554875,1619.344,0.950405609,3.736709473
3.719242143,-4.02537515,46.34565076,4.001,1.845,113.359,1.781554875,1609.922,0.948574166,3.725880853
3.710147176,-4.023733537,46.5109958,4.001,1.836,122.812,1.781554875,1600.469,0.946946662,3.716410713
3.701597441,-4.024356769,46.69354886,4.001,1.828,132.234,1.781554875,1591.047,0.945369222,3.706984376
3.693365853,-4.025495298,46.88463959,4.001,1.82,141.625,1.781554875,1581.656,0.943930986,3.698158192
3.685259445,-4.024420617,47.09164604,4.001,1.813,151.047,1.781554875,1572.234,0.942586763,3.689673426
3.677423676,-4.025430557,47.25125239,4.001,1.805,160.375,1.781554875,1562.906,0.941300127,3.681911024
3.669761948,-4.024414961,47.4251741,4.001,1.798,169.75,1.781554875,1553.531,0.939989725,3.673911029
3.66227105,-4.024787814,47.6098179,4.001,1.791,179.156,1.781554875,1544.125,0.938729285,3.666009462
3.654950547,-4.02428554,47.8071375,4.001,1.784,188.625,1.781554875,1534.656,0.937535147,3.658303189
3.648040737,-4.025280957,47.99953889,4.001,1.777,198,1.781554875,1525.281,0.936405854,3.650917379
3.641565095,-4.025255819,48.14814355,4.001,1.772,207.375,1.781554875,1515.906,0.935361423,3.644462863
3.635326449,-4.024563237,48.31796011,4.001,1.766,216.765,1.781554875,1506.516,0.934308327,3.637709734
3.629327444,-4.026244327,48.44642204,4.001,1.76,226.234,1.781554875,1497.047,0.933350278,3.631846326
3.623558825,-4.025457555,48.59327043,4.001,1.754,235.656,1.781554875,1487.625,0.932362172,3.625652869
3.617993039,-4.023880818,48.75583521,4.001,1.748,245.187,1.781554875,1478.094,0.931453814,3.619669491
3.612401371,-4.022553457,48.90016199,4.001,1.743,254.562,1.781554875,1468.719,0.930627747,3.614296383
3.606978359,-4.024420477,49.01976176,4.001,1.737,263.969,1.781554875,1459.312,0.929756496,3.608888788
3.601726931,-4.024087311,49.13683734,4.001,1.732,273.359,1.781554875,1449.922,0.9288777,3.603527594
3.596486912,-4.026035302,49.22399422,4.001,1.727,282.828,1.781554875,1440.453,0.928017492,3.598567051
3.591340318,-4.023646249,49.31676021,4,1.722,292.219,1.781554875,1431.062,0.927095423,3.59334865
3.58634612,-4.024128131,49.49080408,4.001,1.717,301.578,1.781554875,1421.703,0.926182549,3.586973673
3.581457511,-4.024869523,49.64894651,4.001,1.712,310.969,1.781554875,1412.312,0.925561621,3.582243311
3.576562563,-4.025543862,49.72576382,4.001,1.708,320.359,1.781554875,1402.922,0.92490963,3.578448896
3.571813109,-4.0240477,49.82442522,4.001,1.703,329.781,1.781554875,1393.5,0.924025086,3.57322024
3.566948154,-4.024139902,49.95733925,4.001,1.698,339.234,1.781554875,1384.047,0.923233245,3.567924699
3.56221574,-4.02414499,50.06430118,4,1.694,348.625,1.781554875,1374.656,0.922533667,3.563446925
3.557638534,-4.024269878,50.16966864,4.001,1.69,358,1.781554875,1365.281,0.921779189,3.55868241
3.553041103,-4.025695608,50.2649743,4.001,1.686,367.39,1.781554875,1355.891,0.921063385,3.554194321
3.548409369,-4.023910445,50.36063302,4.001,1.682,376.797,1.781554875,1346.484,0.92032248,3.54967957
3.543819824,-4.023343694,50.4595024,4.001,1.677,386.187,1.781554875,1337.094,0.919553616,3.544909139
3.539534489,-4.023471815,50.59235815,4.001,1.673,395.609,1.781554875,1327.672,0.918822551,3.539772313
3.534950786,-4.024725676,50.67206632,4.001,1.668,405.031,1.781554875,1318.25,0.918282903,3.536353784
3.530551435,-4.024966476,50.78271629,4.001,1.664,414.359,1.781554875,1308.922,0.917485717,3.531142916
3.526304186,-4.023818293,50.90857452,4.001,1.66,423.703,1.781554875,1299.578,0.916864612,3.526658679
3.521980741,-4.024003309,50.97049526,4.001,1.656,433.078,1.781554875,1290.203,0.916298366,3.523376312
3.517639375,-4.023739161,51.06541208,4.001,1.652,442.437,1.781554875,1280.844,0.915498524,3.518355372
3.513631361,-4.023404557,51.19952111,4.001,1.648,451.812,1.781554875,1271.469,0.914846482,3.513475961
3.509249187,-4.023691171,51.25611719,4.001,1.644,461.203,1.781554875,1262.078,0.914396448,3.510838558
3.505325385,-4.024724733,51.36397875,4.001,1.64,470.625,1.781554875,1252.656,0.913552893,3.505240358
3.500907048,-4.023491067,51.45917131,4.001,1.636,480.125,1.781554875,1243.156,0.913086858,3.501935707
3.49678425,-4.023611026,51.55070876,4.001,1.632,489.562,1.781554875,1233.719,0.912365968,3.497259697
3.492781797,-4.025863596,51.65381854,4.001,1.628,498.906,1.781554875,1224.375,0.911768521,3.492926312
3.488742319,-4.024269737,51.7291072,4.001,1.624,508.265,1.781554875,1215.016,0.911248578,3.489638949
3.484791413,-4.024242405,51.84513917,4.001,1.62,517.656,1.781554875,1205.625,0.910555423,3.484643886
3.48083496,-4.023905654,51.9257516,4.001,1.617,527.109,1.781554875,1196.172,0.910104291,3.481536537
3.476935097,-4.024641506,52.0266838,4.001,1.612,536.531,1.781554875,1186.75,0.909456319,3.476953154
3.473258498,-4.024222574,52.12032678,4.001,1.609,545.875,1.781554875,1177.406,0.908965988,3.47338654
3.469173744,-4.023427611,52.19822314,4.001,1.605,555.281,1.781554875,1168,0.908450128,3.469959597
3.465532373,-4.025762196,52.25968633,4.001,1.601,564.734,1.781554875,1158.547,0.90778083,3.465801717
3.461726004,-4.023970024,52.33384648,4.001,1.598,574.14,1.781554875,1149.141,0.907230194,3.46228113
3.458088112,-4.025228713,52.39610721,4.001,1.594,583.562,1.781554875,1139.719,0.906612301,3.458421315
3.454308864,-4.024911167,52.48583025,4.001,1.591,592.984,1.781554875,1130.297,0.90604624,3.45442725
3.450690828,-4.023224027,52.60079582,4.001,1.587,602.406,1.781554875,1120.875,0.905531813,3.450319653
3.44733914,-4.024399179,52.67296652,4.001,1.584,611.828,1.781554875,1111.453,0.905134141,3.447436334
3.443571052,-4.0244818,52.75852067,4.001,1.581,621.219,1.781554875,1102.062,0.904625426,3.443752685
3.440022811,-4.025972645,52.84891028,4.001,1.577,630.625,1.781554875,1092.656,0.90409648,3.439768171
3.436728583,-4.023675945,52.91115358,4.001,1.574,640.031,1.781554875,1083.25,0.903670929,3.437083828
3.43351241,-4.024859419,52.98242654,4.001,1.571,649.484,1.781554875,1073.797,0.903101295,3.433211158
3.430240192,-4.024121464,53.0711448,4.001,1.567,658.906,1.781554875,1064.375,0.902687583,3.429983176
3.427000992,-4.024368274,53.15772704,4.001,1.564,668.312,1.781554875,1054.969,0.902262355,3.426659218
3.423988163,-4.024179174,53.22410353,4.001,1.561,677.656,1.781554875,1045.625,0.901856946,3.423840055
3.420840774,-4.024895402,53.25157772,4.001,1.558,687.062,1.781554875,1036.219,0.901405776,3.421429413
3.417803717,-4.023990606,53.32829592,4.001,1.555,696.515,1.781554875,1026.766,0.900780179,3.417200511
3.414800542,-4.024194138,53.41420416,4.001,1.552,705.922,1.781554875,1017.359,0.900441666,3.414315785
3.41183723,-4.023737443,53.52709737,4.001,1.549,715.312,1.781554875,1007.969,0.900070285,3.410773949
3.408992576,-4.024004127,53.59125698,4.001,1.546,724.797,1.781554875,998.484,0.899834474,3.408882184
3.406273246,-4.023873668,53.69705918,4.001,1.543,734.187,1.781554875,989.094,0.899373857,3.404922148
3.403434065,-4.024014094,53.78860738,4.001,1.541,743.578,1.781554875,979.703,0.899207995,3.402890884
3.400920221,-4.023413509,53.89070764,4.001,1.538,752.937,1.781554875,970.344,0.898845927,3.399584435
3.398515219,-4.024682502,53.88061372,4.001,1.535,762.406,1.781554875,960.875,0.898671264,3.399402578
3.395968048,-4.024386319,53.94533809,4.001,1.533,771.797,1.781554875,951.484,0.897983385,3.394869168
3.393720047,-4.022643239,54.09217018,4.001,1.531,781.203,1.781554875,942.078,0.897767667,3.391537405
3.391281333,-4.024298533,54.11944231,4.001,1.528,790.609,1.781554875,932.672,0.897792495,3.391752947
3.389140668,-4.024760036,54.1914816,4.001,1.526,799.984,1.781554875,923.297,0.897202565,3.387550593
3.386642583,-4.024170397,54.24900449,4.001,1.524,809.437,1.781554875,913.844,0.89709887,3.386542994
3.384328211,-4.025187106,54.35606558,4.001,1.521,818.859,1.781554875,904.422,0.896635563,3.382344531
3.382170302,-4.023732054,54.42359141,4.001,1.519,828.234,1.781554875,895.047,0.896622448,3.381734519
